84;43874;4
88;43875;5
14;50484;8
14;47961;13
86;43879;5
70;43736;6
85;43968;4
6;38327;16
73;43876;10
89;53016;3
62;47960;1
55;50485;20
46;44376;13
86;51369;8
87;59258;13
46;59237;3
62;59239;1
81;59238;10
22;59241;11
59;59240;2
10;30225;6
20;34608;7
78;37601;11
93;46699;2
30;30583;0
37;53611;2
41;53616;2
17;53613;6
59;55667;12
24;47262;3
9;55883;8
53;55271;6
85;56083;11
12;37381;0
16;57728;10
19;58587;11
73;55881;20
76;58187;9
8;56998;8
82;57275;6
12;48543;5
41;58783;2
67;58439;0
43;56107;1
77;56108;6
4;57879;4
10;58188;11
88;56340;11
73;58441;11
1;55882;8
70;58191;3
14;56544;3
34;56871;1
56;58614;4
40;58126;7
85;55059;3
22;55478;2
15;54946;25
66;58560;11
74;55475;6
79;56866;4
90;59042;8
19;58555;4
49;59412;17
54;59232;0
62;56548;1
89;58412;5
62;58433;11
49;54323;11
26;56540;6
42;56072;5
94;59413;3
34;59605;3
85;59411;6
94;49109;1
58;56402;7
47;19832;7
14;46544;4
30;54640;5
20;49272;7
52;52183;8
66;52516;10
69;48537;2
72;46448;7
33;51250;7
17;51223;6
33;53200;3
79;42035;6
18;51126;0
77;55144;2
36;51073;5
65;48538;11
3;57069;2
19;53003;7
32;48452;1
45;46550;1
43;52485;10
69;53808;10
37;37466;1
63;54677;4
6;15721;11
81;13956;1
7;47766;4
64;38072;7
6;13953;7
12;48260;5
8;37920;8
17;59279;11
89;55342;11
28;41943;13
4;43390;6
74;37744;7
80;44208;0
53;36853;2
15;36727;7
73;51673;1
71;38024;6
72;50761;2
47;43049;5
38;55804;5
73;43046;7
58;46016;2
54;51684;2
44;49138;3
26;50407;1
6;51094;11
26;51216;13
63;58400;3
50;55455;6
46;50994;9
10;46108;5
96;42586;15
47;40227;9
39;51715;0
68;49367;8
52;52315;8
10;53929;15
45;56206;4
21;58590;0
11;46224;6
31;55999;2
49;55541;3
88;54957;9
63;56153;0
11;53216;0
33;56178;18
28;53215;5
50;56727;7
20;58615;4
63;55903;2
47;36851;22
13;55538;6
33;57603;9
90;58114;9
94;54878;11
66;58655;0
87;58312;6
54;11729;0
87;56648;0
28;59482;8
42;21138;3
93;51694;4
50;11730;3
59;53754;5
36;48210;5
49;57165;1
28;57009;5
80;58327;11
35;57005;15
71;54800;8
65;55375;6
59;57079;2
33;55380;8
18;59251;9
75;48734;6
40;56355;2
40;58583;4
27;57020;0
17;46356;11
34;31643;0
30;48733;10
87;54128;1
93;48742;1
67;48740;14
18;54865;3
72;52878;8
38;50841;11
80;11627;1
63;47763;12
21;48529;14
77;52879;10
69;47737;8
86;52881;2
30;21869;1
53;52880;9
27;35749;9
70;54293;3
18;47762;4
58;49212;11
21;46528;7
36;54753;7
35;20325;7
71;48739;2
11;48362;1
34;59610;9
13;59607;9
37;58585;1
88;58580;9
57;42521;13
90;41996;18
9;53516;5
24;46097;9
51;55754;6
15;42168;8
95;52976;9
54;59131;6
1;46851;11
16;50273;5
37;59573;8
63;57809;7
13;49675;9
26;53720;1
67;43759;11
25;43765;11
47;38996;11
83;40168;1
91;43771;7
33;59480;6
81;58641;3
80;50670;8
71;44926;3
72;53332;17
82;43268;9
79;39883;7
51;33193;4
10;49527;9
61;47628;10
47;53043;9
25;44365;13
84;59332;8
58;38828;10
57;52260;5
25;52925;6
24;45513;4
50;54747;4
8;46135;6
19;57944;1
60;35835;9
7;53459;8
78;51342;9
72;53719;4
32;45275;0
38;47282;0
76;49814;6
66;43753;6
6;53088;4
60;55370;1
73;56241;1
95;50334;7
74;53718;5
75;48441;1
66;53721;9
5;57308;4
38;50699;9
42;50333;6
73;41522;1
61;53044;17
31;49594;9
4;39967;1
26;59579;4
51;59519;3
40;59517;10
82;59516;4
61;59574;12
46;47626;5
11;59518;3
10;51349;7
52;59294;12
7;53089;0
93;57578;11
17;57302;10
75;56795;11
41;56796;2
76;57470;1
62;32610;17
16;59018;3
63;41271;5
76;56798;7
89;39288;4
16;56797;2
65;58577;4
3;59167;8
86;56917;1
58;57468;0
54;59169;10
30;59166;11
7;56921;6
15;59333;13
86;56920;1
52;57961;8
82;54304;7
81;56913;23
89;55662;5
54;55660;0
84;58993;9
32;48099;16
46;59283;7
37;49434;4
80;50671;6
65;58576;5
30;58265;18
78;37421;3
25;58721;9
82;59191;0
10;58457;9
3;58733;7
57;59001;6
32;56549;8
23;39052;11
56;56759;2
39;55661;9
58;56713;7
5;32955;9
49;35883;9
9;51346;11
48;58080;0
20;58455;12
9;44732;2
71;39341;15
37;41148;2
84;59003;0
6;39565;1
20;50706;12
22;59002;1
31;41270;10
92;48273;5
81;55684;19
89;55683;4
50;54722;1
41;54170;1
47;56911;8
70;56004;5
80;59569;1
80;59190;6
80;50909;7
20;59186;10
25;59394;7
36;59185;9
38;59205;8
19;58506;4
75;58653;11
73;50760;3
75;57446;14
55;50142;11
59;53359;11
67;46109;15
74;58570;8
46;53357;4
73;56827;3
66;56192;7
79;51164;0
91;42898;9
12;47735;8
21;42539;6
40;44212;9
47;34633;5
63;44637;12
1;39779;11
58;36525;8
4;44214;3
90;38087;8
84;47215;1
55;42552;3
96;59602;1
51;58567;10
32;54899;7
84;52692;3
38;54670;2
45;51445;6
67;46735;7
72;33749;4
90;41507;5
9;42004;11
52;48647;9
53;48651;4
52;57683;10
55;48673;6
95;56801;2
86;50727;2
71;49242;9
41;53768;5
76;57678;1
91;53825;3
89;53823;4
2;42390;11
50;38427;6
30;52634;8
41;51096;7
44;50504;9
9;54059;6
68;49279;8
74;53600;7
78;40976;3
38;56157;9
83;47968;10
58;48373;5
63;59568;6
18;58805;2
24;57886;10
30;52874;4
13;53618;5
69;53821;5
74;50668;8
42;53820;6
82;49633;10
50;46817;9
90;54057;1
24;41272;4
88;47604;9
76;57233;7
48;42305;24
81;42213;5
53;59249;4
63;53772;10
24;53826;1
54;49208;2
12;46915;3
42;53818;10
24;49657;11
37;53210;4
84;59443;9
72;53824;1
21;54015;8
77;54060;13
26;53440;9
27;39802;7
67;53751;5
5;12053;10
30;49634;10
82;53827;15
11;53828;7
56;53819;0
41;59246;0
15;56314;11
35;54369;9
12;54924;4
21;54050;6
13;48318;16
25;54043;0
77;53442;14
71;53366;6
86;50466;8
16;54058;1
59;41848;17
45;49219;12
37;49967;15
88;43400;5
66;51054;5
25;54190;2
75;54042;3
61;50342;7
27;52757;3
35;50308;3
13;54250;9
76;53346;11
34;53347;9
31;38897;1
46;53705;0
10;53770;8
9;51124;9
94;49640;4
86;31996;9
36;44693;8
28;36161;2
4;58321;2
14;53214;10
57;30549;8
52;51187;2
7;53817;10
92;49636;5
29;51521;9
17;56516;8
10;34287;11
70;52144;11
87;54095;9
32;47569;3
87;54968;7
64;54695;10
25;59337;0
72;59557;7
50;59558;2
66;53951;5
51;40358;9
81;39119;1
61;39118;2
10;51097;9
55;56017;10
91;57584;3
86;58895;4
1;56250;1
41;45296;2
29;51620;21
26;54368;6
43;57939;4
89;49209;1
43;58854;2
16;58092;4
46;56127;4
32;39803;7
68;57669;0
39;50871;7
87;54940;7
41;58901;12
15;57889;2
77;54229;9
37;54939;8
72;56015;0
49;58046;3
30;46893;2
67;59453;7
35;48113;1
83;54994;9
61;57168;11
83;58026;7
68;43442;8
34;58048;1
34;57036;9
11;58500;10
15;58507;1
37;46895;17
80;56019;10
38;56987;9
55;58501;21
65;58486;11
87;57137;0
84;58123;10
42;59248;11
73;58794;7
88;53759;15
66;51095;11
18;57554;4
21;58243;7
34;48111;8
31;46201;0
50;54372;3
2;54371;7
89;54370;11
29;57897;3
76;53895;0
78;47196;14
1;57555;3
46;54729;9
85;59215;4
80;55803;7
49;57887;7
50;49581;8
84;55148;12
52;54913;4
59;58575;9
66;55150;0
79;59442;2
23;46126;3
23;58594;2
95;57235;4
86;57234;4
15;54867;11
91;57278;1
76;48446;9
63;47204;9
11;58792;7
50;57171;4
74;46628;2
62;40470;6
21;56236;6
84;57938;5
55;56954;8
33;58793;0
35;57925;11
8;58725;17
25;57929;1
83;56389;2
41;54347;4
75;59212;15
56;57443;6
50;57444;3
14;58724;9
72;58423;4
21;54533;0
73;57923;9
66;52118;9
57;52886;3
26;52436;2
50;53899;2
5;44152;12
36;58835;5
21;59086;20
25;57621;11
7;58836;11
49;51109;5
41;58837;7
92;57775;5
53;56668;8
90;57263;2
82;57261;1
33;56671;4
93;56669;4
34;56670;2
17;56928;2
45;57262;11
65;56929;2
81;56672;3
64;56673;1
86;50695;3
65;50032;9
84;50694;0
40;57595;9
68;50693;7
22;50035;11
50;50692;14
86;50036;7
17;50691;5
44;56931;8
20;43048;1
89;51512;5
84;57206;1
88;59128;2
21;57928;0
38;58674;3
55;56949;10
46;46677;2
49;49476;14
39;40011;0
42;45025;7
10;50433;4
2;39901;8
70;27861;8
38;50434;0
77;49480;2
68;40008;4
37;50436;7
63;41563;11
59;44220;0
51;27862;5
47;44221;13
1;44222;1
11;39903;7
95;39904;6
70;50435;4
83;44223;3
34;41562;9
14;27860;8
31;27863;4
96;40010;9
16;27992;6
38;39902;8
6;49477;9
62;40009;10
82;49479;9
14;48757;6
84;47035;4
47;50354;9
39;47034;8
80;47033;6
86;47032;0
44;50352;4
67;50350;9
75;50353;9
84;49039;0
63;50292;7
16;50351;2
91;53173;6
69;54177;14
9;47220;5
33;42764;5
54;42637;10
6;42636;10
38;45356;4
76;31420;3
30;16988;10
63;43362;2
89;14907;1
12;41761;7
96;56452;3
16;40320;3
82;43361;13
31;44581;10
90;14904;6
84;48604;21
78;48605;15
23;48603;8
42;52170;11
34;15183;3
63;13074;8
71;54801;11
24;56753;15
11;56755;1
39;56342;8
39;58897;4
87;58868;13
67;53413;7
78;58752;10
35;54167;7
18;56464;10
7;56344;5
40;53498;0
93;40192;9
74;52741;4
29;54165;9
35;40195;5
21;34652;8
72;55362;5
88;42650;8
87;19731;5
83;40154;0
55;52257;9
80;52095;0
92;46062;1
28;32717;4
41;57721;2
20;56756;11
33;56896;9
13;56816;1
93;55330;11
72;54943;6
37;51539;3
54;37369;0
89;56757;1
54;56900;9
15;37710;11
78;54945;9
35;57686;11
46;56899;7
80;56091;1
31;56297;0
58;56758;3
88;49931;10
95;59123;1
41;56754;0
21;53049;5
83;36967;1
52;37587;9
70;49765;7
55;29028;6
73;52978;6
47;47700;0
20;37582;6
15;10203;9
48;54593;11
12;40471;2
56;52552;5
61;10204;4
33;33411;4
51;13652;0
28;33410;14
62;48306;6
54;54941;0
35;42057;7
28;52153;4
57;57736;2
10;48855;6
74;48334;0
18;45818;0
61;51552;3
37;57167;11
34;57890;9
12;56901;2
60;57381;10
30;54447;14
37;54452;8
73;56936;9
2;54450;0
2;48802;6
55;40846;8
2;55357;3
63;54768;3
19;39734;3
66;54449;5
27;39728;11
62;46181;1
2;29049;4
12;56897;4
76;57004;5
77;56419;1
27;56829;7
35;28049;3
4;55179;5
23;43494;0
73;28052;9
52;32299;2
88;20068;8
83;28055;1
20;46404;4
94;31999;6
68;52529;9
86;47647;4
88;20069;7
35;50419;1
77;13944;0
75;41823;1
66;51695;3
96;52427;4
13;52554;2
89;53524;11
14;52286;4
70;52068;1
85;44858;4
73;43518;13
59;41819;4
18;20426;1
87;52008;3
26;46976;6
54;53733;0
7;35588;5
73;46944;6
35;47387;11
93;41297;11
79;43778;9
48;51052;9
10;31429;3
62;20427;15
15;42046;9
51;40774;8
50;57700;4
15;56133;8
8;58841;0
47;55906;4
31;42785;10
70;56141;11
2;55589;21
14;55590;2
85;54354;8
61;56586;4
75;57139;12
85;53523;9
62;55907;7
86;56461;4
85;57134;11
8;57135;6
34;57136;2
76;39176;1
88;53146;8
30;19856;10
23;50866;10
9;52728;6
42;52855;2
80;55576;10
83;47691;4
50;28016;9
78;11855;11
12;49704;9
37;59278;7
79;47752;9
11;50903;4
89;49473;13
2;52731;7
35;37539;21
70;30855;8
82;53090;3
78;47596;8
69;51248;11
70;52259;6
56;55666;11
81;56050;8
42;55528;4
14;51474;8
70;48423;1
46;45321;5
61;44467;0
90;36750;14
80;29904;7
89;38613;7
50;32976;5
3;43829;1
10;11728;7
1;56725;8
60;42519;10
11;54898;11
92;58231;1
91;59600;8
47;56231;10
33;46052;0
37;58119;2
20;58973;9
29;59011;3
31;57029;13
17;49929;1
86;54446;4
81;58955;10
63;47438;0
58;33315;7
31;47964;7
9;51525;18
70;59421;6
87;29426;8
24;51568;8
65;53963;10
24;51691;9
66;55171;1
74;41075;14
14;46434;2
84;36418;3
45;51573;4
72;43738;10
18;53595;9
43;19151;8
35;59365;0
71;54113;4
34;46442;0
70;52200;11
50;10886;10
63;50570;5
20;47437;15
93;55014;9
85;43520;9
80;42834;4
50;44405;1
13;56062;7
49;58855;3
87;58013;1
51;51779;11
60;55366;4
44;20217;8
25;20219;7
92;28231;8
53;46809;7
88;50890;7
23;15161;8
72;43655;3
24;15159;3
67;53631;9
51;43899;8
94;13056;4
30;44797;4
68;52176;3
62;54322;2
39;58754;15
55;45578;6
25;42564;2
82;54987;4
4;51328;4
43;56707;6
21;46847;5
11;49743;1
88;58477;4
21;45835;2
66;56626;8
75;45834;10
79;59078;6
28;46848;6
91;54985;8
8;46849;9
35;40888;10
11;54363;14
32;44682;8
42;39620;2
31;49042;16
3;38409;1
32;54650;0
96;39408;5
55;48168;10
36;38402;16
44;55402;0
95;44165;1
86;38947;0
69;39460;6
89;51214;11
29;44166;11
70;38408;6
12;52302;13
39;51329;2
60;32913;6
91;49119;2
33;53103;0
71;48214;7
69;48520;11
70;53609;16
60;43327;3
87;36701;8
14;42102;7
73;51530;6
7;35116;9
75;51213;17
59;50534;8
79;39822;7
94;51792;6
43;56847;7
41;55418;5
12;48001;6
4;54856;3
27;59255;9
88;55796;9
46;58282;0
76;52258;11
3;57257;10
53;56685;11
12;57912;2
50;55443;22
58;59254;1
85;56726;1
31;58267;3
16;58666;10
8;54389;11
1;53557;11
8;58789;11
62;57614;1
18;58740;11
14;55877;10
46;58737;15
36;56945;1
55;56565;5
39;58409;6
66;54707;18
68;58788;5
92;49169;4
49;58266;9
89;53331;5
47;55262;0
40;58367;5
77;57694;4
3;57693;9
24;58343;8
26;57695;12
22;55911;11
14;56683;14
61;58345;12
37;57047;11
9;56409;9
53;51314;12
83;56684;10
15;57256;4
25;52564;6
71;55542;1
43;59547;4
70;59405;7
79;59562;5
11;59563;5
8;59550;1
68;58665;10
61;54390;11
88;57564;7
21;59253;8
30;58344;6
62;46948;8
72;51386;24
22;58735;4
64;50289;3
48;57851;5
25;56674;5
40;50845;5
41;50847;1
57;48447;7
67;58232;8
23;48729;1
31;50852;13
81;51575;8
88;55594;4
4;55717;17
48;59125;2
25;53254;0
77;53257;11
27;53256;13
59;39072;1
23;39065;2
5;53255;7
36;39064;5
18;39067;8
96;39066;5
84;43473;6
70;53451;8
61;50390;17
33;43593;4
62;39073;5
86;48249;2
50;38239;9
78;48251;6
77;46341;19
60;49530;0
31;53002;2
28;38238;2
44;51759;3
58;48252;1
51;48267;3
31;48250;1
58;21663;6
7;21662;11
9;55047;1
77;54974;10
16;52442;2
95;52713;6
78;59280;11
32;45544;0
18;55818;8
55;45545;2
66;55819;7
44;55820;9
58;45546;9
81;52178;7
1;52175;5
8;57645;3
59;52172;5
17;59591;6
26;56437;5
87;57123;3
63;58884;6
69;55914;8
38;55891;5
88;58362;10
14;57460;2
11;58891;13
55;52826;7
73;58363;11
82;55351;2
12;57979;1
37;58578;3
52;58391;7
35;55890;3
69;55892;10
72;59271;3
66;55700;4
16;58579;6
42;47834;15
62;58628;10
94;47835;15
16;46714;9
52;51821;7
31;54988;2
69;40645;0
59;53169;4
25;34430;8
84;44796;9
15;34431;6
32;47901;6
62;58818;7
25;47742;4
73;34426;4
45;55858;8
83;47940;8
21;27420;1
41;51801;0
90;55588;16
42;12772;3
70;59570;10
58;29457;10
47;55245;10
7;55015;1
65;50639;5
45;17766;5
37;57744;9
11;39120;10
35;48933;5
34;56826;2
84;44233;3
56;40957;0
76;46039;11
63;48824;3
2;29637;0
32;48825;10
62;59432;7
45;52325;9
19;59567;5
23;57355;17
52;54687;1
18;58416;8
21;58297;2
90;57753;8
70;58902;4
63;54270;0
57;48945;10
60;58858;11
79;57016;11
27;53153;1
47;53773;14
68;53407;14
74;40051;16
49;42620;9
34;47533;5
82;47790;6
87;53154;5
32;43855;11
22;57523;7
16;57526;11
63;57525;8
28;57731;2
44;57527;1
74;57524;14
44;54933;7
37;56326;7
17;56399;0
24;57791;11
8;56193;7
11;46252;7
18;56194;5
43;50177;10
75;31239;2
30;57128;11
50;58430;7
21;57547;3
12;57321;13
4;45367;12
63;58309;5
32;58769;7
72;57318;5
23;56441;12
79;50132;11
53;34044;11
11;53015;7
73;42588;0
33;56373;4
71;45399;11
34;39182;10
24;56436;4
83;14049;1
13;56036;2
80;57859;11
83;57860;7
22;38041;1
71;57858;2
3;46251;5
45;50115;0
79;59269;6
91;53897;2
27;46949;4
27;34615;7
12;53734;1
88;44291;3
90;40900;10
77;51606;8
92;48663;3
80;56515;5
55;51479;0
12;38568;15
82;42384;0
24;48135;0
45;59316;8
51;51221;9
77;43947;4
38;52021;5
68;59267;19
56;48136;9
2;45854;11
80;55340;4
63;48659;10
8;53742;10
95;48621;3
14;38096;2
79;53377;3
68;50116;6
66;51483;9
88;41068;0
39;51480;18
9;52020;12
8;58763;4
30;51607;7
35;52164;1
6;56440;0
8;53511;17
47;52215;7
66;48953;2
13;51895;11
68;56131;0
35;42130;10
62;49237;3
10;58839;2
61;52134;5
68;47289;11
73;52167;0
18;53218;10
30;58819;8
81;52163;5
20;52214;6
90;48176;2
56;45494;11
30;55870;6
24;57657;7
44;56406;11
95;54423;5
66;58348;7
96;58852;11
68;57579;9
61;58353;9
8;56854;16
95;57763;2
18;58350;1
67;41801;3
76;38309;2
49;57841;0
55;58352;2
35;58840;1
55;47754;0
37;58828;17
53;56375;7
1;55016;8
3;51762;11
96;57582;9
22;54422;3
16;58767;9
32;56407;12
78;57124;9
71;58340;3
51;58351;4
49;56405;1
52;57658;1
27;58749;2
34;57541;20
89;50941;12
10;47288;7
73;42464;0
38;56814;8
29;56850;6
82;59445;17
29;56813;5
10;59192;15
34;54942;12
31;59095;5
49;52833;2
87;58461;4
91;58460;4
27;59153;13
90;58459;5
3;59346;9
68;56576;5
43;50480;10
86;59093;1
69;42853;10
45;54799;10
64;58462;2
70;56102;2
69;55729;7
61;55730;9
36;58390;7
6;59094;6
65;55728;7
1;59302;3
80;51358;3
82;59028;15
25;44410;11
13;59151;8
59;57158;4
24;50506;4
1;52769;9
61;51456;9
90;59150;9
13;53190;10
70;53642;11
96;52132;1
32;58822;13
38;59026;4
94;53714;6
25;57574;3
33;53829;1
68;51458;1
86;52786;3
55;53238;10
15;52785;1
87;52784;5
57;55995;11
89;57156;4
64;44408;0
75;53713;11
22;50030;12
8;52832;3
41;54577;2
25;53976;4
90;52831;9
10;49730;0
91;49812;8
3;46747;3
15;52480;19
71;57021;0
44;57900;5
48;54866;6
44;44442;9
89;49376;4
2;52113;12
62;54271;20
74;49375;9
70;50457;9
53;52115;4
85;51587;7
1;52748;5
32;52114;4
74;44908;12
62;59224;3
32;59542;11
12;56675;12
14;46588;5
64;58622;15
5;59182;9
25;52242;1
39;56698;5
42;54868;11
68;49392;4
88;42557;5
66;57898;4
12;56699;1
42;54273;6
67;59225;10
75;59227;9
57;59487;7
28;54910;9
50;54908;6
32;59152;1
81;39772;5
19;51513;4
82;46597;9
71;52047;4
34;50243;2
28;52699;5
90;17878;2
58;55442;4
96;56283;13
87;42145;1
53;55341;7
80;58572;7
55;51562;17
16;58930;10
39;58917;10
3;58937;5
27;58923;7
76;57533;2
92;57531;14
46;57534;1
31;57532;9
50;11646;11
54;44054;7
59;10254;14
